game_date,home_team,away_team,model_prob_home,moneyline_home,moneyline_away,has_edge,bet_side,bet_edge_pct,bet_odds,kelly_frac,expected_value,home_won,result_correct,pnl_per_unit
2024-10-22,LAL,MIN,0.5206,-108.0,-112.0,False,,,,0.0,,1,,
2024-10-22,BOS,NYK,0.7983,-238.0,195.0,False,,,,0.0,,1,,
2024-10-23,UTA,MEM,0.4896,120.0,-142.0,False,,,,0.0,,0,,
2024-10-23,POR,GSW,0.2077,240.0,-330.0,False,,,,0.0,,0,,
2024-10-23,PHI,MIL,0.6616,154.0,-200.0,True,PHI,29.03,154.0,5.0,0.6804,0,0.0,-1.0
2024-10-23,NOP,CHI,0.6979,-220.0,170.0,False,,,,0.0,,1,,
2024-10-23,MIA,ORL,0.587,-130.0,110.0,False,,,,0.0,,0,,
2024-10-23,ATL,BKN,0.5327,-298.0,240.0,True,BKN,18.53,240.0,5.0,0.589,1,0.0,-1.0
2024-10-23,DET,IND,0.1193,180.0,-218.0,False,,,,0.0,,0,,
2024-10-23,LAC,PHX,0.5101,170.0,-220.0,True,LAC,16.0,170.0,5.0,0.3773,0,0.0,-1.0
2024-10-23,HOU,CHA,0.7731,-425.0,300.0,False,,,,0.0,,0,,
2024-10-23,TOR,CLE,0.3204,210.0,-258.0,False,,,,0.0,,0,,
2024-10-24,SAC,MIN,0.5717,-108.0,-112.0,False,,,,0.0,,0,,
2024-10-24,DAL,SAS,0.7764,-395.0,310.0,False,,,,0.0,,1,,
2024-10-24,DEN,OKC,0.5881,-135.0,114.0,False,,,,0.0,,0,,
2024-10-24,WAS,BOS,0.2433,675.0,-1050.0,False,,,,0.0,,0,,
2024-10-25,UTA,GSW,0.2817,210.0,-258.0,False,,,,0.0,,0,,
2024-10-25,MIL,CHI,0.5443,-395.0,310.0,True,CHI,22.16,310.0,5.0,0.8683,0,1.0,3.1
2024-10-25,POR,NOP,0.2738,210.0,-258.0,False,,,,0.0,,0,,
2024-10-25,LAL,PHX,0.5299,-122.0,102.0,False,,,,0.0,,1,,
2024-10-25,ATL,CHA,0.6648,-225.0,185.0,False,,,,0.0,,1,,
2024-10-25,CLE,DET,0.852,-575.0,425.0,False,,,,0.0,,1,,
2024-10-25,HOU,MEM,0.7028,-170.0,142.0,False,,,,0.0,,1,,
2024-10-25,TOR,PHI,0.1973,170.0,-205.0,False,,,,0.0,,1,,
2024-10-25,ORL,BKN,0.7512,-650.0,470.0,False,,,,0.0,,1,,
2024-10-25,NYK,IND,0.5125,-198.0,164.0,False,,,,0.0,,1,,
2024-10-26,LAL,SAC,0.5371,-112.0,-108.0,False,,,,0.0,,1,,
2024-10-26,DET,BOS,0.163,600.0,-900.0,False,,,,0.0,,0,,
2024-10-26,CHI,OKC,0.3274,330.0,-425.0,False,,,,0.0,,0,,
2024-10-26,CHA,MIA,0.2187,200.0,-245.0,False,,,,0.0,,0,,
2024-10-26,WAS,CLE,0.3376,350.0,-455.0,False,,,,0.0,,0,,
2024-10-26,MIN,TOR,0.8617,-1050.0,675.0,False,,,,0.0,,1,,
2024-10-26,PHX,DAL,0.572,140.0,-166.0,False,,,,0.0,,1,,
2024-10-26,MEM,ORL,0.2208,-112.0,-108.0,False,,,,0.0,,1,,
2024-10-26,DEN,LAC,0.6614,-325.0,260.0,False,,,,0.0,,0,,
2024-10-26,SAS,HOU,0.4881,-160.0,124.0,False,,,,0.0,,1,,
2024-10-27,IND,PHI,0.6978,-345.0,275.0,False,,,,0.0,,0,,
2024-10-27,OKC,ATL,0.7817,-500.0,380.0,False,,,,0.0,,1,,
2024-10-27,GSW,LAC,0.8043,-475.0,325.0,False,,,,0.0,,0,,
2024-10-27,BKN,MIL,0.3162,270.0,-375.0,False,,,,0.0,,1,,
2024-10-27,POR,NOP,0.2721,205.0,-250.0,False,,,,0.0,,1,,
2024-10-28,ATL,WAS,0.6558,-305.0,245.0,False,,,,0.0,,0,,
2024-10-28,NYK,CLE,0.5568,-155.0,130.0,False,,,,0.0,,0,,
2024-10-28,ORL,IND,0.7096,-205.0,170.0,False,,,,0.0,,1,,
2024-10-28,TOR,DEN,0.2191,285.0,-360.0,False,,,,0.0,,0,,
2024-10-28,MEM,CHI,0.2962,-205.0,170.0,False,,,,0.0,,0,,
2024-10-28,SAS,HOU,0.4572,124.0,-148.0,False,,,,0.0,,0,,
2024-10-28,SAC,POR,0.9079,-750.0,525.0,False,,,,0.0,,1,,
2024-10-28,DAL,UTA,0.8214,-700.0,500.0,False,,,,0.0,,1,,
2024-10-28,PHX,LAL,0.5595,-180.0,150.0,False,,,,0.0,,1,,
2024-10-28,MIA,DET,0.919,-340.0,270.0,False,,,,0.0,,1,,
2024-10-28,BOS,MIL,0.8554,-395.0,310.0,False,,,,0.0,,1,,
2024-10-29,BKN,DEN,0.3096,185.0,-225.0,False,,,,0.0,,0,,
2024-10-29,MIN,DAL,0.6714,-188.0,145.0,False,,,,0.0,,0,,
2024-10-29,GSW,NOP,0.6032,100.0,-130.0,False,,,,0.0,,1,,
2024-10-29,UTA,SAC,0.3044,210.0,-258.0,False,,,,0.0,,0,,
2024-10-30,PHI,DET,0.8432,-180.0,150.0,False,,,,0.0,,0,,
2024-10-30,GSW,NOP,0.8098,-162.0,136.0,False,,,,0.0,,1,,
2024-10-30,MEM,BKN,0.4984,-700.0,500.0,False,,,,0.0,,0,,
2024-10-30,WAS,ATL,0.3193,180.0,-218.0,False,,,,0.0,,1,,
2024-10-30,CLE,LAL,0.4943,-170.0,142.0,False,,,,0.0,,1,,
2024-10-30,OKC,SAS,0.8128,-800.0,550.0,False,,,,0.0,,1,,
2024-10-30,CHI,ORL,0.4639,190.0,-230.0,False,,,,0.0,,1,,
2024-10-30,CHA,TOR,0.5648,-245.0,200.0,False,,,,0.0,,1,,
2024-10-30,LAC,POR,0.7853,-345.0,275.0,False,,,,0.0,,0,,
2024-10-30,MIA,NYK,0.5628,105.0,-125.0,False,,,,0.0,,0,,
2024-10-30,IND,BOS,0.4982,220.0,-270.0,True,IND,19.83,220.0,5.0,0.5941,1,1.0,2.2
2024-11-01,DET,NYK,0.2787,210.0,-258.0,False,,,,0.0,,0,,
2024-11-01,CHA,BOS,0.2459,400.0,-535.0,False,,,,0.0,,0,,
2024-11-01,TOR,LAL,0.2459,310.0,-395.0,False,,,,0.0,,0,,
2024-11-01,ATL,SAC,0.4519,190.0,-230.0,False,,,,0.0,,0,,
2024-11-01,BKN,CHI,0.4411,-112.0,-108.0,False,,,,0.0,,1,,
