game_date,home_team,away_team,model_prob_home,moneyline_home,moneyline_away,has_edge,bet_side,bet_edge_pct,bet_odds,kelly_frac,expected_value,home_won,result_correct,pnl_per_unit
2022-10-18,GSW,LAL,0.7964,-285.0,240.0,False,,,,0.0,,1,,
2022-10-18,BOS,PHI,0.6156,-145.0,125.0,False,,,,0.0,,1,,
2022-10-19,SAS,CHA,0.4794,-115.0,-115.0,False,,,,0.0,,0,,
2022-10-19,PHX,DAL,0.6536,-175.0,150.0,False,,,,0.0,,1,,
2022-10-19,ATL,HOU,0.8236,-520.0,380.0,False,,,,0.0,,1,,
2022-10-19,DET,ORL,0.6376,-165.0,135.0,False,,,,0.0,,1,,
2022-10-19,MEM,NYK,0.7438,-185.0,150.0,False,,,,0.0,,1,,
2022-10-19,BKN,NOP,0.451,-145.0,115.0,False,,,,0.0,,0,,
2022-10-19,MIA,CHI,0.5731,-475.0,350.0,True,CHI,21.49,350.0,5.0,0.921,0,1.0,3.5
2022-10-19,MIN,OKC,0.8226,-600.0,450.0,False,,,,0.0,,1,,
2022-10-19,TOR,CLE,0.7365,-165.0,135.0,False,,,,0.0,,1,,
2022-10-19,SAC,POR,0.5273,-135.0,105.0,False,,,,0.0,,0,,
2022-10-19,IND,WAS,0.4119,120.0,-140.0,False,,,,0.0,,0,,
2022-10-19,UTA,DEN,0.6312,220.0,-260.0,False,,,,0.0,,1,,
2022-10-20,PHI,MIL,0.4876,-180.0,155.0,False,,,,0.0,,0,,
2022-10-20,LAL,LAC,0.2757,165.0,-205.0,False,,,,0.0,,0,,
2022-10-21,MIA,BOS,0.3483,110.0,-140.0,False,,,,0.0,,0,,
2022-10-21,HOU,MEM,0.25,230.0,-290.0,False,,,,0.0,,0,,
2022-10-21,WAS,CHI,0.4897,-130.0,100.0,False,,,,0.0,,1,,
2022-10-21,NYK,DET,0.6349,-280.0,235.0,False,,,,0.0,,1,,
2022-10-21,POR,PHX,0.325,160.0,-195.0,False,,,,0.0,,1,,
2022-10-21,IND,SAS,0.3086,-110.0,-120.0,False,,,,0.0,,0,,
2022-10-21,BKN,TOR,0.5155,-145.0,125.0,False,,,,0.0,,1,,
2022-10-21,ATL,ORL,0.7967,-365.0,300.0,False,,,,0.0,,1,,
2022-10-21,MIN,UTA,0.534,-325.0,270.0,True,UTA,20.49,270.0,5.0,0.7244,0,1.0,2.7
2022-10-21,CHA,NOP,0.5494,225.0,-265.0,True,CHA,25.17,225.0,5.0,0.7855,0,0.0,-1.0
2022-10-21,GSW,DEN,0.5317,-205.0,165.0,False,,,,0.0,,0,,
2022-10-22,MIL,HOU,0.8622,-1000.0,625.0,False,,,,0.0,,1,,
2022-10-22,PHI,SAS,0.6692,-850.0,600.0,False,,,,0.0,,0,,
2022-10-22,CHI,CLE,0.4687,-110.0,-120.0,False,,,,0.0,,0,,
2022-10-22,DEN,OKC,0.8053,-365.0,300.0,False,,,,0.0,,1,,
2022-10-22,MIA,TOR,0.5647,-165.0,140.0,False,,,,0.0,,1,,
2022-10-22,SAC,LAC,0.306,120.0,-140.0,False,,,,0.0,,0,,
2022-10-22,ORL,BOS,0.2602,310.0,-380.0,False,,,,0.0,,0,,
2022-10-22,IND,DET,0.52,-115.0,-105.0,False,,,,0.0,,1,,
2022-10-22,DAL,MEM,0.6537,-210.0,170.0,False,,,,0.0,,1,,
2022-10-23,NOP,UTA,0.5005,-335.0,260.0,True,UTA,23.44,260.0,5.0,0.7982,0,1.0,2.6
2022-10-23,OKC,MIN,0.1343,340.0,-425.0,False,,,,0.0,,0,,
2022-10-23,LAC,PHX,0.4166,100.0,-130.0,False,,,,0.0,,0,,
2022-10-23,ATL,CHA,0.4984,-450.0,360.0,True,CHA,29.17,360.0,5.0,1.3074,0,1.0,3.6
2022-10-23,LAL,POR,0.5203,-210.0,170.0,False,,,,0.0,,0,,
